geohash,estaciones_sitp_100,estaciones_sitp_200,estaciones_sitp_500,estaciones_tm_100,estaciones_tm_200,estaciones_tm_500,supermarkets_100,supermarkets_200,supermarkets_500
d2g6e5y6,0,7,16,0,0,0,1,1,4
d2g6dcpp,0,1,19,0,0,0,0,0,5
d2g6dyq2,1,4,7,0,0,0,0,1,8
d2g62wk6,2,3,21,0,0,0,0,0,1
d2g6dggc,0,0,14,0,0,0,0,2,11
d2g6e4fp,0,0,19,0,0,0,0,0,4
d2g6g26b,2,2,17,0,0,0,2,2,5
d2g6er8p,0,0,11,0,0,0,0,0,7
d2g6ghkf,2,2,14,0,0,0,0,0,12
d2g66ygz,0,0,14,0,0,0,0,0,2
d2g6g920,0,0,14,0,0,0,0,0,0
d2g6f324,4,5,17,0,0,0,0,0,0
d2g66yu4,0,0,11,0,0,0,0,0,2
d2g6g7t2,0,0,21,0,0,0,1,1,6
d2g6e5g9,0,2,23,0,0,0,1,3,6
d2g6em1m,4,5,18,0,0,0,0,1,2
d2g610mx,0,7,26,0,0,2,0,0,4
d2g66ucc,0,2,6,0,0,0,0,0,1
d2g6gs3c,0,3,13,0,0,0,0,0,4
d2g6ghk6,1,2,18,0,0,0,0,0,12
d2g6ffq3,0,0,15,0,0,1,0,0,2
d2g6dgjx,1,3,21,0,0,0,0,3,18
d2g6duhp,1,2,19,0,0,0,0,0,13
d2g6dg7g,1,2,16,0,0,0,1,1,12
d2g6en5y,0,0,23,0,0,0,0,0,6
d2g6c7r0,0,3,21,0,0,0,0,0,10
d2g6dyhk,0,1,9,0,0,1,0,0,8
d2g6e4e8,0,1,14,0,0,0,0,0,1
d2g6e44u,3,5,13,0,0,0,0,1,1
d2g6dczv,0,0,21,0,0,0,0,0,8
d2g6dgyh,2,3,17,0,0,0,0,5,14
d2g6g21k,0,2,12,0,0,0,0,0,3
d2g6g5xk,0,0,9,0,0,0,0,3,16
d2g6fxu1,0,4,12,0,0,0,0,6,13
d2g6fmn6,2,2,15,0,0,1,0,0,2
d2g6dfew,4,4,19,0,0,0,0,2,16
d2g6gkwq,0,3,21,0,0,0,0,0,8
d2g6dgfy,1,1,9,0,0,0,0,0,7
d2g66yew,0,0,10,0,0,0,0,0,3
d2g6g7dx,0,4,17,0,0,0,0,1,13
d2g6g7qw,0,4,13,0,0,0,0,0,4
d2g6dvrb,4,4,25,0,0,0,1,1,7
d2g63gts,1,4,13,0,0,1,2,5,11
d2g6dzk9,2,3,14,0,0,1,0,1,7
d2g6950k,0,0,7,0,0,0,1,1,3
d2g6dum2,0,2,22,0,0,0,0,1,17
d2g69xxm,2,5,17,0,0,2,0,6,14
d2g66zsz,0,1,15,0,0,0,0,0,3
d2g6dwpy,0,0,6,0,0,1,0,0,8
d2g6dfhs,0,2,24,0,0,0,0,2,18
d2g6dfp7,0,2,15,0,0,0,0,0,12
d2g6fxpq,0,4,19,0,0,0,0,2,10
d2g757hy,2,3,37,0,0,0,2,7,19
d2g6e16z,0,1,14,0,0,0,0,0,1
d2g6f5r3,0,0,4,0,0,0,0,0,0
d2g6e4d4,0,0,14,0,0,0,0,0,6
d2g6g2vm,0,5,28,0,0,0,0,0,3
d2g63hr9,0,0,4,0,0,0,0,0,1
d2g74d14,0,0,9,0,0,0,0,0,0
d2g6c2fg,1,6,27,0,0,0,1,1,26
d2g6g6zh,0,3,13,0,0,0,0,0,6
d2g6dys2,0,0,9,0,0,1,0,0,10
d2g6er9v,2,3,15,0,0,0,0,0,8
d2g6ejg9,0,2,23,0,0,0,0,0,3
d2g6g2qj,3,10,28,0,0,0,0,0,5
d2g6eqfh,2,6,27,0,0,0,0,0,9
d2g6dwhu,1,2,22,0,0,1,1,1,8
d2g6e13b,2,5,11,0,0,0,0,0,1
d2g6dbr4,0,0,11,0,0,0,0,0,1
d2g66ye8,0,0,11,0,0,0,0,0,2
d2g6ej41,1,2,31,0,0,0,1,1,4
d2g6ep44,2,4,21,0,0,0,0,2,8
d2g6gkzh,1,3,19,0,0,0,0,1,9
d2g6ehbs,0,5,27,0,0,0,0,0,8
d2g6er7t,0,3,30,0,0,0,1,5,11
d2g6dyph,0,1,13,0,0,0,0,0,7
d2g6g6w7,2,6,16,0,0,0,0,2,6
d2g6c5pz,0,3,26,0,0,0,0,1,23
d2g6fr70,0,0,5,0,0,0,0,0,4
d2g6g3wj,3,7,24,0,0,0,0,0,3
d2g6dyx0,0,3,11,0,0,0,2,3,10
d2g6gd8w,0,0,8,0,0,0,0,0,1
d2g63xgq,0,0,12,0,0,2,0,0,11
d2g66zee,1,7,22,0,0,0,0,1,5
d2g6gd36,0,0,0,0,0,0,0,0,0
d2g6g7xd,3,7,14,0,0,0,0,0,3
d2g6df92,0,2,18,0,0,2,0,4,13
d2g68t4g,0,1,17,0,0,0,0,0,2
d2g6cs82,0,3,16,0,0,0,0,0,7
d2g6bgzy,0,2,6,0,0,0,0,0,4
d2g6ep4v,1,6,22,0,0,0,0,6,12
d2g6e19c,2,5,12,0,0,0,0,0,1
d2g6dtts,2,3,24,0,0,1,1,1,10
d2g6du3w,0,1,9,0,1,1,0,2,6
d2g6g5pj,1,1,7,0,0,0,0,1,15
d2g662zw,0,5,30,0,0,3,0,4,32
d2g6fbjd,0,0,16,0,0,1,0,0,5
d2g6fv9v,0,2,11,0,0,0,0,1,4
d2g66zmp,0,0,12,0,0,0,0,0,2
d2g6dgxu,0,2,19,0,0,0,1,2,17
d2g6dg6f,0,3,17,0,0,1,0,0,8
d2g63brc,1,2,16,0,0,3,1,2,3
d2g6fxc1,0,0,10,0,0,0,0,0,2
d2g6e19g,1,5,12,0,0,0,0,1,1
d2g6g2qn,2,10,27,0,0,0,0,0,5
d2g6dcrj,0,0,20,0,0,0,0,2,5
d2g66tth,0,6,34,0,0,2,0,6,35
d2g66dve,0,0,18,0,0,0,0,0,13
d2g66evw,0,4,26,0,0,0,0,3,21
d2g719p4,2,6,23,0,0,0,0,0,6
d2g6erfz,2,3,17,0,0,0,0,2,8
d2g6ejfm,1,5,20,0,0,0,0,2,4
d2g6emvx,0,0,2,0,0,0,0,0,3
d2g62q8k,2,4,19,0,0,0,0,0,2
d2g6e4bn,2,2,14,0,0,0,0,2,12
d2g6e49q,0,0,16,0,0,0,0,0,6
d2g6gqhm,0,4,25,0,0,0,0,1,16
d2g6ftrv,0,0,9,0,0,0,0,0,1
d2g6gkf1,1,2,18,0,0,0,0,0,12
d2g6g3w7,2,7,22,0,0,0,0,0,1
d2g6g72t,0,1,14,0,0,0,0,4,16
d2g6e4e8,0,1,14,0,0,0,0,0,1
d2g6erw7,4,6,20,0,0,0,1,3,9
d2g6e45u,0,2,12,0,0,0,0,0,1
d2g6g0bs,0,1,14,0,0,0,0,0,2
d2g6gjm8,1,2,15,0,0,0,0,1,6
d2g68f9q,1,4,17,0,0,0,0,2,13
d2g6dbq6,0,3,12,0,0,0,0,0,1
d2g63n0s,2,3,16,0,0,0,0,0,4
d2g6ejuc,1,2,17,0,0,0,0,1,3
d2g6g186,0,3,7,0,0,0,0,0,0
d2g6e488,0,1,13,0,0,0,0,1,9
d2g6fzb9,1,4,15,0,0,0,0,4,8
d2g64xd6,0,3,12,0,0,1,3,4,8
d2g6gqvp,0,2,24,0,0,0,6,12,28
d2g60xee,1,1,19,0,0,0,0,0,1
d2g6ghbd,0,2,16,0,0,2,0,1,9
d2g67pb7,0,0,0,0,0,0,0,0,0
d2g6fdy4,0,1,8,0,0,0,0,1,6
d2g6fs3v,0,1,22,0,0,0,0,0,18
d2g742pv,0,2,4,0,0,0,0,0,3
d2g6fu5j,2,3,13,0,0,1,1,6,20
d2g667f7,0,4,17,0,0,1,0,1,10
d2g60krx,1,2,17,0,0,1,0,1,1
d2g6g27q,2,2,22,0,0,0,0,2,5
d2g6c5j7,2,2,17,0,0,0,1,1,14
d2g6d7g7,0,0,1,0,0,2,0,0,3
d2g6dfjf,1,2,20,0,0,0,0,1,16
d2g66vgs,1,2,6,0,0,0,0,0,2
d2g393xe,1,5,15,0,0,0,0,0,1
d2g6897q,1,2,9,0,0,0,0,0,0
d2g6dfxt,2,4,11,0,0,0,3,3,12
d2g6epwp,0,0,16,0,0,0,0,0,12
d2g6dyr3,0,1,16,0,0,0,0,0,8
d2g6e1gh,1,4,15,0,0,0,0,1,1
d2g6ftee,0,0,14,0,0,0,0,0,1
d2g6ep4z,0,8,21,0,0,0,0,5,11
d2g6g0s3,0,5,18,0,0,0,1,2,3
d2g632rp,0,4,21,0,0,0,0,1,20
d2g6g6zk,0,3,13,0,0,0,0,0,4
d2g6g4ev,2,2,6,0,0,0,0,0,3
d2g6g4um,0,0,10,0,0,0,0,0,11
d2g6fxbq,0,0,6,0,0,0,0,0,2
d2g66zh6,0,0,14,0,0,0,0,1,2
d2g6g5qv,0,1,9,0,0,0,0,4,14
d2g66zxq,0,0,2,0,0,0,0,0,0
d2g6gq4v,0,3,20,0,0,0,0,0,4
d2g6fz1c,1,4,16,0,0,0,0,0,8
d2g6fbpy,0,3,14,0,0,0,0,0,2
d2g6g4r2,1,2,5,0,0,0,0,0,0
d2g6g2g8,0,1,24,0,0,0,1,1,6
d2g6g010,0,0,22,0,0,0,0,0,2
d2g6eqbb,0,2,29,0,0,0,0,0,5
d2g6g7w5,0,1,21,0,0,0,0,2,4
d2g6fn3b,0,0,13,0,0,1,0,0,12
d2g6g3mt,1,10,28,0,0,0,0,0,1
d2g740yb,1,3,24,0,0,0,0,1,4
d2g6g34j,0,3,9,0,0,0,0,1,3
d2g66std,1,5,34,0,0,0,1,1,22
d2g6eppq,0,0,9,0,0,0,1,1,8
d2g6g0qs,1,2,12,0,0,0,0,1,3
d2g6e45g,0,2,12,0,0,0,0,0,1
d2g698bp,0,0,14,0,0,0,0,0,2
d2g68k72,0,3,7,0,0,0,0,1,5
d2g69sj2,2,6,22,0,0,0,0,3,5
d2g666t8,1,6,22,0,0,0,3,5,17
d2g6df9r,0,0,18,0,0,2,0,0,10
d2g74c16,0,3,19,0,0,0,0,0,9
d2g6g5zm,0,0,11,0,0,0,0,2,18
d2g6dx5j,0,0,16,0,0,0,0,0,5
d2g687s5,0,0,4,0,0,0,0,0,2
d2g667cx,1,2,13,0,1,1,0,1,5
d2g6dumy,1,4,24,0,0,0,0,3,15
d2g6ch0k,0,0,4,0,0,0,0,2,4
d2g62vf5,0,2,15,0,0,0,1,1,7
d2g66rpe,0,1,19,0,0,0,1,3,22
d2g691ve,2,3,11,0,0,0,0,0,7
d2g6e480,0,3,12,0,0,0,0,3,11
d2g691z8,0,1,13,0,0,0,0,3,9
d2g6epx0,0,0,7,0,0,0,0,2,8
d2g66k18,1,1,13,0,1,1,0,1,4
d2g750kj,0,3,15,0,0,0,0,0,12
d2g75k5p,2,3,19,0,0,0,0,1,5
d2g6e438,0,4,16,0,0,0,0,0,4
d2g6e438,0,4,16,0,0,0,0,0,4
d2g6erwm,6,6,18,0,0,0,0,3,9
d2g6e129,2,6,13,0,0,0,0,0,3
d2g6e438,0,4,16,0,0,0,0,0,4
d2g6e438,0,4,16,0,0,0,0,0,4
d2g6e438,0,4,16,0,0,0,0,0,4
d2g6e438,0,4,16,0,0,0,0,0,4
d2g6e438,0,4,16,0,0,0,0,0,4
d2g6g0yn,0,0,7,0,0,0,0,0,4
d2g6g02g,0,3,21,0,0,0,0,0,3
d2g6ep63,0,6,21,0,0,0,0,1,8
d2g6ekgn,0,0,15,0,0,0,0,0,1
d2g6erqt,0,2,16,0,0,0,1,2,8
d2g6g92j,0,0,10,0,0,0,0,0,0
d2g6ekgn,0,0,15,0,0,0,0,0,1
d2g6ghhd,0,1,16,0,0,0,0,0,15
d2g6e442,3,6,12,0,0,0,1,1,1
d2g6f897,0,0,10,0,0,1,0,0,3
d2g6df3k,2,2,18,0,0,1,2,4,13
d2g6f8bm,0,0,12,0,0,1,0,0,4
d2g6dfys,0,3,19,0,0,0,0,6,16
d2g6fb07,0,0,3,0,0,0,0,1,6
d2g6dgn6,0,1,22,0,0,0,1,3,16
d2g6e100,0,3,13,0,0,0,0,0,2
d2g6dvfm,0,2,6,0,0,1,0,3,6
d2g6e0cw,0,2,11,0,0,0,0,0,0
d2g66zr0,0,0,0,0,0,0,0,0,0
d2g6dg5m,1,4,14,0,0,0,0,1,11
d2g6e5kn,1,2,17,0,0,0,0,0,6
d2g6g92g,0,0,6,0,0,0,0,0,0
d2g6df36,2,2,16,0,0,2,1,6,13
d2g6f455,1,1,4,0,0,0,0,0,0
d2g6dykz,0,2,9,0,0,1,0,1,9
d2g692k0,0,5,13,0,0,0,0,1,2
d2g6g92x,0,0,8,0,0,0,0,0,0
d2g6ers2,0,4,25,0,0,0,0,4,12
d2g66emh,0,4,24,0,0,0,2,5,26
d2g63tsp,0,4,13,0,0,0,0,0,1
d2g6g65x,1,4,31,0,0,0,0,1,8
d2g6dxx7,1,2,7,0,0,0,0,1,4
d2g6enuh,0,8,18,0,0,0,0,2,13
d2g713qw,0,3,22,0,0,0,0,2,12
d2g66y4w,0,1,15,0,0,0,0,0,3
d2g6ekgn,0,0,15,0,0,0,0,0,1
d2g63t4j,0,2,16,0,0,0,0,0,0
d2g6g24y,1,3,15,0,0,0,2,2,6
d2g6e415,0,1,15,0,0,0,0,1,4
d2g6g2vm,0,5,28,0,0,0,0,0,3
d2g6dbjs,0,4,14,0,0,0,0,0,1
d2g6enry,1,3,25,0,0,0,0,0,5
d2g6dujh,1,1,17,0,0,0,0,3,15
d2g6g532,1,2,15,0,0,0,4,6,13
d2g6f0yk,0,2,8,0,0,0,0,0,0
d2g6e4db,0,1,15,0,0,0,0,0,2
d2g63pvw,1,1,3,0,0,0,0,0,4
d2g6fzb9,1,4,15,0,0,0,0,4,8
d2g6f3jq,0,1,11,0,0,2,0,1,7
d2g6erw7,4,6,20,0,0,0,1,3,9
d2g6g4up,0,0,10,0,0,0,0,0,12
d2g6gd8w,0,0,8,0,0,0,0,0,1
d2g6f9hf,2,3,9,0,0,0,0,0,2
d2g6ern6,0,0,15,0,0,0,0,0,10
d2g6ep6j,0,1,21,0,0,0,0,0,7
d2g6erkw,1,4,25,0,0,0,0,5,11
d2g6dvfc,0,1,11,0,0,1,0,0,5
d2g6fxdw,0,2,13,0,0,0,0,0,13
d2g6dcvw,1,4,16,0,0,0,0,2,13
d2g6dvzp,0,1,15,0,0,0,0,0,9
d2g6e1b9,0,1,15,0,0,0,0,0,3
d2g6f7c3,0,0,0,0,0,1,0,0,0
d2g6er1s,0,2,26,0,0,0,0,0,8
d2g6g2wd,4,8,26,0,0,0,0,0,2
d2g6dvp6,2,6,29,0,0,0,0,4,10
d2g6g55d,0,0,12,0,0,0,0,0,16
d2g66xhc,1,6,28,0,0,1,0,4,24
d2g6dbuf,2,3,18,0,0,0,0,0,3
d2g6emqm,0,0,0,0,0,0,0,0,0
d2g6e1uq,1,2,10,0,0,0,0,0,1
d2g6ghpd,0,0,10,0,0,0,0,2,14
d2g690eb,0,2,10,0,0,0,0,1,3
d2g6gh0p,0,1,13,0,0,1,0,0,11
d2g6fx5t,0,4,12,0,0,0,0,3,10
d2g6fkzz,3,4,14,0,0,0,0,0,2
d2g6f9hc,1,3,8,0,0,0,0,0,2
d2g6ehfs,0,2,27,0,0,0,0,1,4
d2g6e41q,0,3,15,0,0,0,0,0,4
d2g6e08d,0,0,8,0,0,0,0,0,0
d2g6g3d3,0,3,18,0,0,0,0,0,3
d2g6erj6,0,5,23,0,0,0,0,2,11
d2g6e438,0,4,16,0,0,0,0,0,4
d2g6e129,2,6,13,0,0,0,0,0,3
d2g6erwm,6,6,18,0,0,0,0,3,9
d2g6e438,0,4,16,0,0,0,0,0,4
d2g6g0uw,0,2,9,0,0,0,0,0,3
d2g6e4d4,0,0,14,0,0,0,0,0,6
d2g6e4d4,0,0,14,0,0,0,0,0,6
d2g6g2ry,1,4,18,0,0,0,0,0,3
d2g6e129,2,6,13,0,0,0,0,0,3
d2g6e14p,0,3,11,0,0,0,0,0,1
d2g6e1gy,0,3,12,0,0,0,0,0,1
d2g66zhz,0,0,13,0,0,0,0,1,1
d2g6enx0,1,5,14,0,0,0,0,0,5
d2g6epn6,0,0,12,0,0,0,0,4,13
d2g6fvcg,1,5,14,0,0,0,0,2,3
d2g6dgpq,0,1,20,0,0,0,0,2,17
d2g6dbv9,0,3,17,0,0,0,0,0,3
d2g6dbxb,0,1,10,0,0,0,0,0,0
d2g6fb87,0,0,6,0,0,1,0,0,3
d2g6dukf,0,2,24,0,0,0,0,1,18
d2g6dbx0,0,3,11,0,0,0,0,0,1
d2g668bs,5,7,29,0,0,3,1,4,29
d2g6ep2u,0,2,20,0,0,0,0,1,8
d2g6ej41,1,2,31,0,0,0,1,1,4
d2g6f6md,0,4,17,0,0,1,2,2,9
d2g6dctv,0,3,14,0,0,0,1,4,8
d2g6dbj9,0,3,14,0,0,0,0,0,1
d2g6gs3c,0,3,13,0,0,0,0,0,4
d2g6dtzv,0,0,14,0,0,1,0,0,7
d2g6g2sw,0,0,27,0,0,0,0,0,6
d2g6dv6g,0,1,14,0,0,0,0,0,6
d2g66zkv,0,0,14,0,0,0,0,1,2
d2g6enqz,0,5,13,0,0,0,0,0,4
d2g66ws4,4,7,30,0,0,1,2,9,33
d2g6dgcb,0,2,11,0,0,1,0,0,5
d2g71fjh,0,1,12,0,0,0,0,0,4
d2g748j0,2,2,13,0,0,0,3,5,14
d2g66njy,0,1,11,0,0,0,0,0,3
d2g6e1dr,1,3,14,0,0,0,0,1,1
d2g6dz5r,1,3,9,0,1,1,1,2,8
d2g6gmu1,1,4,24,0,0,0,0,1,6
d2g66894,0,7,27,0,0,3,2,2,22
d2g6er0g,0,1,22,0,0,0,0,0,8
d2g60hrz,3,4,21,0,0,2,0,0,2
d2g7407s,1,1,18,0,0,0,0,0,14
d2g6dufv,0,2,16,0,0,1,0,0,7
d2g66wrf,3,10,26,0,0,0,1,6,23
d2g6g7s6,0,1,21,0,0,0,0,1,11
d2g6gm0t,1,3,17,0,0,0,0,1,9
d2g6fbz4,1,3,10,0,0,0,0,0,2
d2g62vf5,0,2,15,0,0,0,1,1,7
d2g6fbz4,1,3,10,0,0,0,0,0,2
d2g6ence,0,2,21,0,0,0,0,0,12
d2g6ep8x,0,0,21,0,0,0,0,0,1
d2g713jb,1,8,19,0,0,0,0,0,3
d2g6f3hv,0,0,11,0,0,2,0,0,6
d2g64mxy,1,3,21,0,0,3,1,6,21
d2g615nu,2,3,17,0,0,0,0,1,10
d2g6dgxf,1,2,17,0,0,0,1,2,15
d2g63ggc,0,2,11,0,0,0,1,2,7
d2g66yuq,0,0,10,0,0,0,0,0,2
d2g6frhy,0,0,6,0,0,0,0,0,3
d2g6fn3b,0,0,13,0,0,1,0,0,12
d2g6fkk5,1,2,6,0,1,1,0,0,3
d2g69t98,0,2,19,0,0,0,0,1,6
d2g6du6t,0,0,15,0,0,1,0,2,8
d2g6dzu5,0,0,10,0,0,2,0,1,5
d2g68crx,0,1,9,0,0,0,1,1,4
d2g6dujf,0,4,16,0,0,0,1,4,14
d2g631rw,4,7,23,0,0,0,0,3,22
d2g690uc,0,1,10,0,0,0,0,0,5
d2g6g4fn,0,1,13,0,0,0,0,0,11
d2g6er3s,0,3,20,0,0,0,0,0,6
d2g6dfsx,1,5,20,0,0,0,1,5,16
d2g6fw9y,0,1,8,0,0,0,0,0,5
d2g6ghk4,0,2,22,0,0,0,0,0,14
d2g74c59,0,4,18,0,0,0,0,1,9
d2g6fsm9,0,1,16,0,0,0,0,1,5
d2g6gs1g,0,1,15,0,0,0,0,0,4
d2g6e5d6,0,3,16,0,0,0,0,0,8
d2g6462m,0,2,21,0,0,0,0,0,4
d2g66znb,0,0,0,0,0,0,0,0,0
d2g6fzbb,1,4,16,0,0,0,0,4,8
d2g6dwux,1,2,9,0,0,0,0,0,4
d2g6fz1c,1,4,16,0,0,0,0,0,8
d2g6dcsg,4,6,17,0,0,0,1,3,11
d2g6eje2,3,4,22,0,0,0,0,1,4
d2g6dbuk,1,4,20,0,0,0,0,0,6
d2g6e46f,1,3,11,0,0,0,0,0,1
d2g6fe0z,0,3,16,0,0,0,1,1,25
d2g6g7wj,0,2,20,0,0,0,0,3,4
d2g6fy0m,1,1,19,0,0,0,0,0,4
d2g6gk3m,1,2,13,0,0,0,3,5,12
d2g7418u,0,3,16,0,0,0,1,3,13
d2g6gxfj,1,3,26,0,0,0,0,0,3
d2g6gm3b,0,3,20,0,0,0,0,0,5
d2g6dby7,0,5,17,0,0,0,0,0,3
d2g6ejsj,2,5,23,0,0,0,0,1,4
d2g6dcdh,0,1,21,0,0,1,0,5,18
d2g6ene2,0,6,17,0,0,0,0,0,9
d2g6dczn,0,1,17,0,0,0,0,0,9
d2g748hv,2,4,14,0,0,0,2,3,18
d2g6ghe1,0,1,21,0,0,0,0,0,8
d2g66yxn,0,0,0,0,0,0,0,0,0
d2g66vff,1,3,10,0,0,0,0,0,3
d2g698c3,0,0,16,0,0,1,0,0,5
d2g6g5bu,0,5,13,0,0,0,0,3,15
d2g6g18q,1,2,7,0,0,0,0,0,0
d2g66egc,2,4,27,0,0,1,1,9,35
d2g754wu,2,4,15,0,0,0,0,3,8
d2g61yjy,1,4,18,1,1,1,0,0,1
d2g6fmve,0,2,14,0,0,0,0,0,2
d2g6dg9v,0,1,10,0,0,1,0,0,6
d2g66eck,0,0,29,0,0,2,3,5,37
d2g66591,1,5,15,1,1,1,1,1,7
d2g6g7ww,0,4,16,0,0,0,1,2,6
d2g6duqr,1,7,26,0,0,0,0,5,15
d2g6fbhd,0,0,14,0,0,1,0,1,5
d2g3crfw,1,3,14,0,0,1,0,1,1
d2g6gjpv,1,2,14,0,0,0,0,1,9
d2g6dwjq,1,2,17,0,0,0,1,1,6
d2g6g0gb,2,3,13,0,0,0,0,0,3
d2g6df8n,0,3,11,0,1,2,0,2,11
d2g6905g,0,1,7,0,0,0,0,0,5
d2g66z0v,1,5,37,0,0,0,0,1,13
d2g6dfye,0,3,17,0,0,0,0,7,16
d2g66yxm,0,0,0,0,0,0,0,0,0
d2g6ehf5,0,6,27,0,0,0,0,1,3
d2g713w8,0,3,20,0,0,0,1,3,12
d2g6dfc9,0,0,19,0,0,2,0,0,10
d2g668dy,0,5,26,0,0,1,1,4,12
d2g741cc,0,0,14,0,0,0,0,0,3
d2g6f24m,0,0,4,0,0,0,0,0,4
d2g6eq3j,0,4,29,0,0,0,0,0,5
d2g66zwu,0,0,3,0,0,0,0,0,0
d2g66903,1,7,30,0,1,2,1,6,27
d2g66zju,0,0,0,0,0,0,0,0,1
d2g6g231,2,2,11,0,0,0,0,0,3
d2g6e42h,0,3,12,0,0,0,0,3,8
d2g6g4sv,0,2,8,0,0,0,0,0,6
d2g6dv75,0,1,14,0,0,0,0,0,6
d2g66zz0,0,0,4,0,0,0,0,0,1
d2g6dujs,0,2,20,0,0,0,1,3,17
d2g6ep11,1,4,20,0,0,0,0,1,12
d2g6dyj5,2,2,7,0,0,0,0,1,8
d2g6dbr4,0,0,11,0,0,0,0,0,1
d2g68byw,1,3,10,0,0,0,0,0,1
d2g6g4sv,0,2,8,0,0,0,0,0,6
d2g6ep7k,4,5,23,0,0,0,3,4,13
d2g6g3r4,0,3,22,0,0,0,0,0,1
d2g6fb2j,0,0,8,0,0,1,1,1,3
d2g6em0s,2,7,20,0,0,0,0,1,2
d2g6fb8m,0,0,5,0,0,1,0,0,3
d2g6g3qg,0,5,24,0,0,0,0,0,1
d2g6e4e8,0,1,14,0,0,0,0,0,1
d2g66yxn,0,0,0,0,0,0,0,0,0
d2g6f346,0,0,12,0,0,0,0,0,1
d2g6dy98,1,2,4,0,1,2,1,1,7
d2g63rdu,1,3,8,0,0,0,0,0,0
d2g6665q,0,4,21,0,0,1,0,1,28
d2g6fgu7,0,3,14,0,0,2,2,7,20
d2g6dz4z,1,2,8,1,1,1,1,1,7
d2g6gk86,2,2,12,0,0,0,2,5,11
d2g6dftg,1,2,16,0,0,0,2,5,14
d2g6g034,0,2,22,0,0,0,0,0,2
d2g6dff0,0,0,23,0,0,2,0,0,13
d2g64rd5,0,1,22,0,0,2,1,2,21
d2g6cmjj,0,2,9,0,0,0,0,0,0
d2g6dgvc,0,3,17,0,0,0,0,5,14
d2g6e5kk,0,2,13,0,0,0,0,0,6
d2g6epqy,0,0,7,0,0,0,0,5,10
d2g6dujc,0,5,16,0,0,0,1,3,14
d2g7584t,1,5,17,0,0,0,0,0,3
d2g6dum3,0,2,23,0,0,0,0,1,16
d2g6c5bj,1,2,6,0,0,0,0,0,5
d2g6f27x,0,0,0,0,0,0,0,0,1
d2g6dzx5,0,4,14,0,0,0,0,0,3
d2g66ygv,0,0,13,0,0,0,0,0,2
d2g6dz0x,0,0,4,0,0,1,0,1,6
d2g6e48w,0,3,14,0,0,0,0,1,9
d2g66z6s,0,8,26,0,0,0,0,1,5
d2g624q1,0,6,25,0,0,1,0,0,5
d2g6dcr5,0,0,20,0,0,0,0,1,5
d2g67pb3,0,0,0,0,0,0,0,0,0
d2g6fvp4,0,1,13,0,1,2,1,1,13
d2g6dcuq,0,7,20,0,0,0,0,3,14
d2g6e5hd,3,5,10,0,0,0,0,0,0
d2g6c5u6,2,2,13,0,0,0,0,0,6
d2g6e49q,0,0,16,0,0,0,0,0,6
d2g6fe3z,1,2,16,0,0,0,1,6,24
d2g66es7,2,6,28,0,0,0,3,7,30
d2g6fv6q,0,2,8,0,0,0,0,1,6
d2g6fsnj,0,1,14,0,0,0,0,1,8
d2g6fduh,0,2,9,0,0,0,0,1,4
d2g6g2rw,1,4,19,0,0,0,0,0,3
d2g66yvg,0,0,0,0,0,0,0,0,1
d2g6g01d,0,0,22,0,0,0,0,0,1
d2g6ehf2,1,7,28,0,0,0,0,0,5
d2g6gkeh,2,3,19,0,0,0,0,0,13
d2g62tdr,1,3,23,0,0,0,0,0,1
d2g6gh91,2,3,15,0,0,1,1,2,10
d2g66yt8,0,0,1,0,0,0,0,0,0
d2g6fkud,0,1,8,0,1,1,0,0,1
d2g66ys2,0,0,4,0,0,0,0,0,2
d2g6c5u6,2,2,13,0,0,0,0,0,6
d2g63wv1,2,10,21,0,0,0,1,1,5
d2g6g73y,1,2,16,0,0,0,2,2,10
d2g6fgzc,0,0,11,0,0,1,0,0,18
d2g66swb,2,2,20,0,0,0,0,1,9
d2g6df6k,0,5,19,0,0,1,0,3,14
d2g6fv2v,0,0,10,0,0,0,0,0,3
d2g6fh4h,1,5,17,0,0,0,1,2,13
d2g6dukb,0,2,22,0,0,0,0,1,18
d2g6fwnb,2,4,21,0,0,0,0,0,0
d2g6f8r8,0,0,5,0,0,0,1,1,4
d2g6f44g,1,2,4,0,0,0,0,0,0
d2g6dyeg,0,0,11,0,0,2,0,1,11
d2g6e13s,3,6,13,0,0,0,0,0,2
d2g6fkv3,0,0,13,0,1,1,0,0,2
d2g6dwuy,1,3,9,0,0,0,0,0,4
d2g6g4px,1,1,5,0,0,0,0,0,0
d2g6c7mc,0,4,20,0,0,0,0,0,10
d2g6e4b2,1,4,14,0,0,0,0,2,11
d2g63xs7,0,0,12,0,0,1,0,0,5
d2g6fxbk,0,0,6,0,0,0,0,0,2
d2g662xr,1,4,26,0,0,3,1,6,32
d2g6g4xe,0,0,6,0,0,0,0,0,5
d2g6fcnn,0,0,11,0,0,0,0,0,2
d2g6duq2,2,5,21,0,0,0,3,6,17
d2g6fkm4,0,2,8,0,1,1,0,0,7
d2g6em3c,0,6,16,0,0,0,1,1,3
d2g6g2xb,1,4,17,0,0,0,0,0,3
d2g6dfyk,0,2,21,0,0,0,1,6,16
d2g66vfn,1,3,16,0,0,0,0,0,5
d2g6g18j,1,3,7,0,0,0,0,0,0
d2g6epx5,0,0,5,0,0,0,0,0,8
