geohash,estaciones_sitp_100,estaciones_sitp_200,estaciones_sitp_500,estaciones_tm_100,estaciones_tm_200,estaciones_tm_500,supermarkets_100,supermarkets_200,supermarkets_500
d2g6dcqm,0,1,20,0,0,0,1,2,5
d2g6dy78,0,0,9,0,0,1,0,0,8
d2g6f7tz,1,2,11,0,0,1,0,1,21
d2g69d0u,3,4,15,0,1,1,0,2,9
d2g66j75,0,3,10,0,0,0,0,3,6
d2g63hrz,0,0,8,0,0,0,0,0,1
d2g6fv8x,1,2,14,0,0,0,0,0,2
d2g66yt8,0,0,1,0,0,0,0,0,0
d2g6dbrn,0,1,11,0,0,0,0,0,1
d2g6c5f1,2,2,10,0,0,0,0,0,7
d2g6e569,0,1,17,0,0,0,0,0,6
d2g6frv9,0,0,2,0,0,0,0,0,0
d2g66nnu,0,0,12,0,0,2,0,0,0
d2g6dbr6,0,0,9,0,0,0,0,0,1
d2g6gkff,1,4,17,0,0,0,0,0,12
d2g6d8jc,2,5,32,1,1,2,1,4,18
d2g6epqr,0,0,12,0,0,0,1,5,12
d2g71c0f,0,1,22,0,0,0,0,0,6
d2g751ye,0,0,6,0,0,0,0,0,1
d2g6dnwu,0,0,12,0,0,1,0,0,7
d2g6ejv6,1,4,14,0,0,0,0,0,3
d2g6g0vf,0,0,8,0,0,0,0,0,3
d2g6g7mf,0,2,21,0,0,0,0,1,6
d2g6f795,0,0,0,0,0,0,0,0,0
d2g6fpsv,1,2,14,0,0,0,0,1,4
d2g6ghrn,0,1,13,0,0,0,1,2,13
d2g6gt16,1,4,16,0,0,0,0,1,8
d2g6fkru,1,3,15,0,0,0,0,0,21
d2g6e1e0,0,1,14,0,0,0,0,0,1
d2g69z5g,0,1,17,0,0,1,0,1,14
d2g6gju3,0,0,15,0,0,0,0,1,4
d2g6epjx,0,0,19,0,0,0,2,5,14
d2g6e1ds,1,2,14,0,0,0,0,1,1
d2g63w9y,0,1,10,0,0,0,0,1,8
d2g6f44n,2,2,10,0,0,0,0,0,2
d2g6ephz,0,1,20,0,0,0,0,8,14
d2g6dv6z,0,1,11,0,0,0,0,0,7
d2g63wf0,0,2,10,0,0,0,0,1,8
d2g62sfz,1,5,17,0,0,0,0,0,5
d2g6g5h8,0,0,10,0,0,0,0,0,11
d2g62qmc,1,3,16,0,0,0,0,0,1
d2g6fw9t,0,0,7,0,0,0,0,0,5
d2g6fjsu,0,2,8,0,0,0,0,3,14
d2g6f342,0,0,12,0,0,0,0,0,0
d2g6g2jq,2,6,26,0,0,0,1,2,7
d2g6en1t,2,5,18,0,0,0,1,3,5
d2g6dyjn,1,2,7,0,0,1,0,1,7
d2g6ep3q,0,1,19,0,0,0,0,1,7
d2g6fyh1,1,2,16,0,0,1,0,1,9
d2g663ks,1,3,27,0,0,1,1,7,38
d2g6emn0,0,0,0,0,0,0,0,0,0
d2g6dzj6,0,3,15,0,0,1,0,1,11
d2g750ze,0,1,5,0,0,0,0,0,3
d2g6d1t9,1,2,7,0,0,0,1,4,9
d2g6g09w,0,1,19,0,0,0,0,0,1
d2g6g0ef,1,6,16,0,0,0,0,2,3
d2g6empp,0,0,0,0,0,0,0,0,0
d2g6dv65,0,1,17,0,0,1,0,0,7
d2g63rte,0,0,11,0,0,0,0,0,0
d2g6g00f,0,0,19,0,0,0,0,0,2
d2g6fwkj,0,3,20,0,0,0,0,2,6
d2g6du6p,0,1,12,0,0,1,0,2,6
d2g6g00f,0,0,19,0,0,0,0,0,2
d2g6dcn0,1,3,19,0,0,0,0,0,4
d2g6eruz,1,3,31,0,0,0,1,2,11
d2g6ghck,2,6,18,0,0,1,1,2,9
d2g6f4xx,0,0,0,0,0,0,0,0,0
d2g6g92n,0,0,10,0,0,0,0,0,0
d2g6dbud,1,3,18,0,0,0,0,0,3
d2g6g4ez,1,2,8,0,0,0,0,0,4
d2g6g0v4,0,2,12,0,0,0,0,0,3
d2g6fsnk,0,1,13,0,0,0,0,1,9
d2g6e14p,0,3,11,0,0,0,0,0,1
d2g6eqkf,0,0,19,0,0,0,1,1,4
d2g6f2q2,0,1,5,0,0,1,0,1,3
d2g63x9m,0,2,11,0,0,0,1,4,12
d2g6e00p,0,0,7,0,0,0,0,0,0
d2g6dvgb,0,0,12,0,0,1,0,0,6
d2g6f9px,0,2,10,0,0,0,0,0,2
d2g6dcqq,0,1,20,0,0,0,1,2,5
d2g6g2e7,0,3,22,0,0,0,0,2,6
d2g6fk6y,0,0,2,0,0,1,0,0,0
d2g63tjh,0,0,1,0,0,0,0,0,0
d2g6g884,1,2,17,0,0,0,0,0,1
d2g71f0x,0,1,12,0,0,0,0,1,8
d2g6dvzc,0,3,18,0,0,0,0,0,6
d2g6fty3,0,2,15,0,0,0,0,0,0
d2g6dcqs,0,1,20,0,0,0,0,2,5
d2g6duhy,0,2,20,0,0,0,0,0,17
d2g6f8qz,0,0,3,0,0,0,0,1,4
d2g6f6fy,0,2,9,0,0,1,0,0,2
d2g6fxdh,0,1,10,0,0,0,0,0,11
d2g6g277,2,2,22,0,0,0,2,2,5
d2g6gt16,1,4,16,0,0,0,0,1,8
d2g6g0vn,0,1,9,0,0,0,0,0,3
d2g66sz6,0,1,21,0,0,0,0,2,7
d2g6g67c,0,4,31,0,0,0,1,1,8
d2g6dgfb,0,2,12,0,0,0,0,0,6
d2g6e56n,0,3,17,0,0,0,0,0,7
d2g6fb62,0,1,5,0,1,1,0,2,4
d2g6dujx,0,3,21,0,0,0,0,3,17
d2g6e161,0,5,11,0,0,0,0,0,1
d2g6e0cx,0,2,11,0,0,0,0,0,0
d2g75476,0,0,11,0,0,0,0,0,9
d2g6fwyb,3,6,25,0,0,0,0,0,7
d2g68k6c,0,6,7,0,0,0,0,4,5
d2g6f236,0,0,9,0,0,0,0,0,2
d2g6g0g5,0,2,14,0,0,0,0,0,3
d2g6g6jh,2,5,28,0,0,0,0,2,6
d2g6g88d,0,4,17,0,0,0,0,0,1
d2g3bvmf,1,7,28,0,0,0,0,0,5
d2g6e43e,0,2,13,0,0,0,0,0,4
d2g666eb,2,3,24,0,0,0,1,1,21
d2g6gqbu,0,2,14,0,0,0,0,1,18
d2g6e5dw,0,3,18,0,0,0,0,2,7
d2g6f6gw,2,3,10,0,0,1,0,0,4
d2g6dyjh,2,2,7,0,0,1,0,1,8
d2g6d5zc,0,1,21,0,0,0,0,1,5
d2g6er93,0,3,12,0,0,0,0,0,4
d2g66zsg,0,0,16,0,0,0,0,0,3
d2g6ep1z,1,3,20,0,0,0,0,0,7
d2g6dzm8,2,5,15,0,0,1,0,1,9
d2g6dvdv,0,1,12,0,0,1,0,0,5
d2g6dzwx,2,2,15,0,0,0,0,0,4
d2g6f3d2,1,4,15,0,0,0,0,0,2
d2g6e1f1,0,5,14,0,0,0,1,1,1
d2g6eq8n,1,3,26,0,0,0,0,0,4
d2g6e4bu,0,2,16,0,0,0,0,1,8
d2g6epmr,0,0,16,0,0,0,3,5,13
d2g6emw6,0,0,0,0,0,0,0,0,0
d2g61xh5,1,2,10,0,0,0,2,3,17
d2g69254,0,0,8,0,0,0,0,0,1
d2g663md,0,6,29,0,0,2,1,8,36
d2g66yd8,0,0,20,0,0,0,1,1,2
d2g66tr0,1,2,20,0,0,0,0,3,14
d2g75628,0,0,16,0,0,0,0,0,8
d2g6df25,1,3,13,0,1,2,2,4,12
d2g6du68,0,2,8,0,0,1,0,2,8
d2g6dzw3,0,5,12,0,0,0,0,0,4
d2g62q8d,1,2,18,0,0,0,0,1,2
d2g663gt,3,5,26,0,0,1,0,2,33
d2g6e5kk,0,2,13,0,0,0,0,0,6
d2g6db5n,0,1,26,0,0,0,0,1,5
d2g6dgrn,0,0,21,0,0,0,0,3,19
d2g6df3j,1,3,16,0,0,1,4,4,12
d2g6g00f,0,0,19,0,0,0,0,0,2
d2g6grf8,0,2,17,0,0,0,0,0,17
d2g66zwz,0,0,5,0,0,0,0,0,1
d2g749pz,0,2,13,0,0,0,0,1,7
d2g766p6,0,0,0,0,0,0,0,0,0
d2g6dgrn,0,0,21,0,0,0,0,3,19
d2g6du3q,0,1,8,0,1,1,0,2,6
d2g6fz3q,2,5,17,0,0,0,0,4,7
d2g66v88,1,3,23,0,0,0,0,0,8
d2g6gs65,0,1,13,0,0,0,0,0,3
d2g6gk7j,2,3,18,0,0,0,0,3,11
d2g6dbx6,0,3,13,0,0,0,0,0,0
d2g3cqhe,0,2,20,0,0,1,1,1,12
d2g6ej6v,1,5,26,0,0,0,0,0,5
d2g66zx8,0,0,0,0,0,0,0,0,0
d2g6g24y,1,3,15,0,0,0,2,2,6
d2g6c5dk,0,4,10,0,0,0,0,1,7
d2g6g0tb,0,0,16,0,0,0,1,2,3
d2g6fb87,0,0,6,0,0,1,0,0,3
d2g6ep4r,1,6,23,0,0,0,0,2,8
d2g66zr5,0,0,0,0,0,0,0,0,0
d2g74bbb,0,4,15,0,0,0,1,4,12
d2g6df9n,0,0,17,0,0,2,0,2,9
d2g63x9n,1,3,10,0,0,0,1,5,12
d2g3frbx,2,7,31,0,0,0,0,1,2
d2g6du67,0,1,12,0,0,1,0,2,8
d2g6e5y3,1,6,17,0,0,0,1,1,4
d2g6dxx5,1,2,7,0,0,0,0,1,4
d2g6fdyn,0,0,9,0,0,0,0,0,6
d2g6g4ve,0,0,9,0,0,0,0,0,6
d2g6du6x,0,0,15,0,0,1,0,0,6
d2g6e02j,0,0,7,0,0,0,0,0,0
d2g6e4e3,0,1,13,0,0,0,0,0,1
d2g66ytk,0,0,1,0,0,0,0,0,2
d2g66zwz,0,0,5,0,0,0,0,0,1
d2g6fwbg,0,0,6,0,0,0,0,0,4
d2g6fwbg,0,0,6,0,0,0,0,0,4
d2g6dukf,0,2,24,0,0,0,0,1,18
d2g6dcys,0,2,18,0,0,0,0,1,9
d2g6dy93,0,2,4,0,1,2,1,1,7
d2g6fw9x,0,0,7,0,0,0,0,0,5
d2g68my3,1,1,13,0,0,0,0,0,2
d2g6fk6d,0,0,3,0,0,1,0,0,0
d2g6dy6z,1,2,7,0,1,2,0,1,8
d2g6enek,3,5,16,0,0,0,0,1,10
d2g6duut,4,8,18,0,0,0,1,1,7
d2g6g095,0,3,20,0,0,0,0,0,2
d2g6g636,0,0,17,0,0,0,0,0,6
d2g6epdp,0,0,23,0,0,0,0,0,6
d2g6dykd,0,1,7,0,0,1,0,1,9
d2g6dwe3,1,2,14,0,0,1,2,2,7
d2g64nzj,0,3,17,0,0,1,0,0,13
d2g66zdt,4,9,32,0,0,0,0,1,6
d2g6fd9j,0,3,14,0,0,0,0,0,8
d2g6du6x,0,0,15,0,0,1,0,0,6
d2g6dzrs,2,3,14,0,0,0,0,1,5
d2g741s1,2,2,16,0,0,0,0,0,1
d2g75k4u,0,2,21,0,0,0,0,0,6
d2g4r9kc,1,2,16,0,0,0,0,0,1
d2g6dzhr,0,2,14,0,0,1,0,1,8
d2g6g6hm,0,4,31,0,0,0,0,2,7
d2g6gxbq,1,3,22,0,0,0,1,2,4
d2g6c5jw,2,2,18,0,0,0,1,1,12
d2g6dg13,0,0,17,0,0,2,0,0,8
d2g67p2q,0,0,0,0,0,0,0,0,0
d2g64qw3,3,7,31,0,0,1,2,7,22
d2g6e53h,2,6,14,0,0,0,1,2,9
d2g6dv7r,0,0,14,0,0,0,0,0,6
d2g6d95x,1,2,20,0,0,1,0,1,17
d2g6dgxn,2,2,18,0,0,0,2,3,15
d2g6du2c,0,0,9,0,0,1,0,2,5
d2g6g7gg,1,7,16,0,0,0,0,1,9
d2g6f8yv,2,2,8,0,0,0,0,0,4
d2g6ge1x,0,0,8,0,0,0,0,0,0
d2g66znd,0,0,0,0,0,0,0,0,1
d2g74b39,1,4,16,0,0,0,0,2,8
d2g6dg7s,1,2,15,0,0,0,0,1,9
d2g6gecg,0,0,12,0,0,0,0,0,1
d2g6fyfr,1,2,14,0,0,0,0,0,7
d2g641zr,1,4,19,0,0,0,0,0,2
d2g6gk7t,1,3,18,0,0,0,0,3,11
d2g6dgvm,1,2,16,0,0,0,1,3,15
d2g663ks,1,3,27,0,0,1,1,7,38
d2g6grsj,1,3,19,0,0,0,1,4,22
d2g6ery3,3,6,22,0,0,0,0,2,7
d2g663md,0,6,29,0,0,2,1,8,36
d2g66tt3,0,4,32,0,0,2,0,5,31
d2g66v24,0,3,20,0,0,0,0,0,9
d2g6f82d,0,0,10,0,0,1,0,0,3
d2g6erwt,1,6,18,0,0,0,0,2,8
d2g6duf5,0,2,14,0,0,1,0,1,7
d2g6ghe8,0,1,19,0,0,0,0,0,8
d2g6emum,0,0,14,0,0,0,0,0,3
d2g6g7sc,0,0,23,0,0,0,1,1,10
d2g6f9ps,1,2,9,0,0,0,0,0,2
d2g6g2qp,2,11,27,0,0,0,0,0,6
d2g6fbru,1,5,14,0,0,0,0,0,2
d2g6g2qm,1,11,27,0,0,0,0,0,5
d2g6g3hz,1,6,28,0,0,0,1,1,2
d2g66ywy,0,0,0,0,0,0,0,0,0
d2g71cp4,0,4,14,0,0,0,0,2,15
d2g63sgj,0,0,9,0,0,0,0,0,0
d2g71cp4,0,4,14,0,0,0,0,2,15
d2g6enyq,0,3,16,0,0,0,1,2,13
d2g6dcvy,1,3,16,0,0,0,0,1,12
d2g6e1f1,0,5,14,0,0,0,1,1,1
d2g6fs5r,2,3,19,0,0,0,0,1,13
d2g6gk3v,1,3,16,0,0,0,1,6,12
d2g663md,0,6,29,0,0,2,1,8,36
d2g6e0cf,0,0,10,0,0,0,0,0,0
d2g6g76c,3,3,16,0,0,0,0,1,10
d2g6dfzc,1,4,13,0,0,0,1,3,11
d2g6fbhp,0,1,11,0,1,1,1,1,6
d2g6dfdh,0,0,20,0,0,1,0,1,13
d2g6e5hp,0,5,13,0,0,0,0,0,2
d2g6dueh,0,0,19,0,0,1,0,1,6
d2g6erug,0,7,29,0,0,0,0,2,12
d2g6g0vn,0,1,9,0,0,0,0,0,3
d2g69t3y,0,4,20,0,0,0,1,1,6
d2g66y3g,0,1,21,0,0,0,1,2,9
d2g6fbnr,0,3,11,0,0,1,0,1,3
d2g63pvr,1,1,3,0,0,0,0,0,4
d2g66vdy,0,2,9,0,0,0,0,0,2
d2g662x8,0,4,23,0,0,2,1,2,27
d2g6c5sj,2,4,12,0,0,0,0,0,7
d2g741yu,1,2,14,0,0,0,0,0,4
d2g6g2ew,0,1,25,0,0,0,1,1,6
d2g66ytx,0,0,0,0,0,0,0,0,1
d2g6g890,1,3,12,0,0,0,0,0,1
d2g6dfbq,0,1,13,0,1,2,0,0,5
d2g68s2h,0,2,12,0,0,0,0,0,2
d2g66kky,2,3,28,0,0,0,0,2,12
d2g6gr9t,0,0,17,0,0,0,0,1,19
d2g6g2rj,0,5,23,0,0,0,0,0,4
d2g6envs,1,3,17,0,0,0,1,2,14
d2g6f8cn,0,0,14,0,0,1,0,0,4
d2g63gxr,0,1,18,0,0,2,0,0,10
d2g6dbwx,2,4,12,0,0,0,0,0,1
d2g68fhh,0,1,9,0,0,0,0,1,4
d2g751yr,0,1,9,0,0,0,0,0,1
d2g6f897,0,0,10,0,0,1,0,0,3
d2g66vgw,1,2,6,0,0,0,0,0,2
d2g6dwrr,0,0,7,0,0,1,0,0,7
d2g6dcdh,0,1,21,0,0,1,0,5,18
d2g6du6x,0,0,15,0,0,1,0,0,6
d2g75631,0,0,16,0,0,0,0,0,8
d2g6e57z,1,2,18,0,0,0,0,0,7
d2g6dyuk,0,0,11,0,0,1,1,1,11
d2g6d1n5,0,0,4,0,0,0,0,4,10
d2g6gju9,0,1,15,0,0,0,0,1,4
d2g69vmc,4,5,36,0,0,0,2,3,14
d2g6dzvs,0,1,15,0,0,1,0,0,5
d2g6ghny,0,0,10,0,0,0,1,1,17
d2g6enhy,0,0,22,0,0,0,0,0,7
d2g6ehh0,1,3,23,0,0,0,2,3,6
d2g6dgpn,0,0,21,0,0,0,1,1,17
d2g6dgs1,0,2,17,0,0,0,0,2,12
d2g68nxv,1,5,10,0,0,0,0,0,0
d2g63pvm,1,1,4,0,0,0,0,0,4
d2g6gmzk,0,3,28,0,0,0,1,3,11
d2g6f89q,0,0,9,0,0,1,0,0,3
d2g6dzu0,0,0,11,0,0,2,0,2,5
d2g6dcrr,0,0,20,0,0,0,0,2,6
d2g6gs0t,4,6,18,0,0,0,0,0,5
d2g6eq92,0,3,30,0,0,0,0,0,6
d2g6fvst,0,1,14,0,0,2,1,2,9
d2g6g0uu,0,2,12,0,0,0,0,0,3
d2g6c6yp,1,2,22,0,0,0,0,0,8
d2g6dzk4,1,3,12,0,0,1,0,3,7
d2g6fwc9,0,0,8,0,0,0,0,0,5
d2g6dzzp,0,2,14,0,0,0,0,0,3
d2g6g7br,0,0,12,0,0,0,0,1,16
d2g6ejg7,0,2,23,0,0,0,0,0,4
d2g606mq,0,0,13,0,0,0,0,0,0
d2g75e0q,0,4,34,0,0,0,1,3,20
d2g6ercv,0,4,15,0,0,0,0,0,4
d2g6g069,2,8,19,0,0,0,0,0,3
d2g6ensb,0,1,21,0,0,0,0,0,7
d2g6fbmy,0,4,13,0,0,1,2,2,3
d2g6fbp2,0,1,14,0,0,0,0,0,3
d2g6dfyu,0,3,19,0,0,0,0,6,15
d2g6epvf,0,0,16,0,0,0,0,0,13
d2g6du7y,0,1,21,0,0,1,0,1,13
d2g716q8,1,3,9,0,0,0,0,3,12
d2g6dftw,0,2,19,0,0,0,3,5,13
d2g757h7,1,5,36,0,0,0,2,5,16
d2g6er2s,1,1,12,0,0,0,0,1,9
d2g6gs9s,0,6,13,0,0,0,1,1,4
d2g6er3s,0,3,20,0,0,0,0,0,6
d2g6df9c,0,2,19,0,0,1,0,2,14
d2g6dww1,0,2,6,0,0,0,1,2,5
d2g6fwbg,0,0,6,0,0,0,0,0,4
d2g6grdy,0,2,19,0,0,0,0,0,19
d2g666s9,0,5,24,0,0,0,0,2,21
d2g6enrf,0,5,25,0,0,0,0,0,5
d2g66jx5,0,2,7,0,0,1,0,0,2
d2g68k5s,1,2,6,0,0,0,1,1,5
d2g68s25,0,2,12,0,0,0,0,0,1
d2g6918y,1,3,10,0,0,0,1,1,3
d2g6e1e6,0,1,14,0,0,0,0,0,1
d2g6ehcj,0,5,24,0,0,0,0,1,7
d2g6dbqb,0,0,10,0,0,0,0,0,1
d2g6e542,0,1,17,0,0,0,0,0,3
d2g6dgsb,1,3,16,0,0,0,1,2,16
d2g6ej5r,0,3,27,0,0,0,0,0,2
d2g6g7xk,4,6,16,0,0,0,0,2,5
d2g66zsg,0,0,16,0,0,0,0,0,3
d2g6dgy7,2,3,19,0,0,0,0,5,14
d2g6g2fh,0,2,9,0,0,0,0,1,5
d2g6ep6e,0,5,20,0,0,0,0,4,10
d2g66v0q,0,3,19,0,0,0,0,0,9
d2g740ek,0,2,18,0,0,0,0,0,13
d2g6d76v,0,1,3,0,0,1,0,1,9
d2g66z5b,0,0,15,0,0,0,0,0,2
d2g66jz0,0,1,8,0,0,1,0,0,1
d2g6927u,0,3,12,0,0,0,1,1,2
d2g6fr82,0,0,6,0,0,0,0,0,0
d2g6f6fr,0,0,6,0,0,1,0,0,1
d2g74c22,0,3,16,0,0,0,1,1,10
d2g6fksy,0,2,11,1,1,1,0,0,2
d2g6g5s6,0,6,11,0,0,0,0,3,17
d2g6e108,0,3,12,0,0,0,0,0,1
d2g6e5y3,1,6,17,0,0,0,1,1,4
d2g6dwrz,0,0,7,0,0,1,0,0,9
d2g6g2s3,0,0,24,0,0,0,0,1,6
d2g6fxj2,0,1,22,0,0,0,0,1,12
d2g66zh0,0,0,15,0,0,0,0,0,2
d2g63gut,2,4,14,0,0,1,0,2,7
d2g7400b,1,1,9,0,0,2,1,3,5
d2g66t2m,2,6,25,0,0,1,1,3,16
d2g61xum,0,2,20,0,0,0,0,4,14
d2g748hm,0,4,14,0,0,0,0,3,18
d2g6gh9h,2,3,14,0,0,1,1,2,9
d2g6dbr6,0,0,9,0,0,0,0,0,1
d2g6duf0,0,1,13,0,0,1,0,1,7
d2g6fszb,0,0,5,0,0,0,0,0,5
d2g6fmuz,0,2,17,0,0,0,0,1,6
d2g6e56b,1,1,16,0,0,0,0,0,5
d2g6ej19,2,2,30,0,0,0,1,1,3
d2g6g5zp,0,0,12,0,0,0,1,2,16
d2g63jhz,0,1,16,0,0,0,0,2,3
d2g6dxs5,0,3,11,0,0,0,0,0,1
d2g6dy3r,1,2,4,0,1,1,1,1,6
d2g6e103,0,3,12,0,0,0,0,0,2
d2g6ejvp,0,2,16,0,0,0,0,0,3
d2g6dbx7,1,3,13,0,0,0,0,0,0
d2g66zen,5,8,29,0,0,0,0,0,6
d2g6g4et,2,2,7,0,0,0,0,0,2
d2g66yt8,0,0,1,0,0,0,0,0,0
d2g6g061,1,3,20,0,0,0,0,0,2
d2g6dbx6,0,3,13,0,0,0,0,0,0
d2g66j1w,1,2,7,0,0,0,0,0,4
d2g6ffxy,1,5,12,0,0,0,1,1,5
d2g6epf5,0,0,22,0,0,0,0,0,6
d2g6ffxm,0,3,12,0,0,1,0,1,4
d2g6dwjq,1,2,17,0,0,0,1,1,6
d2g694bj,0,0,4,0,0,0,0,1,3
d2g6erv4,0,7,28,0,0,0,0,2,12
d2g6e4cg,0,0,19,0,0,0,0,0,5
d2g63pk7,0,3,7,0,0,0,0,4,4
d2g6f455,1,1,4,0,0,0,0,0,0
d2g751ye,0,0,6,0,0,0,0,0,1
d2g6dgc3,0,1,10,0,0,1,0,0,3
d2g741dq,0,0,17,0,0,0,0,0,5
d2g62qmc,1,3,16,0,0,0,0,0,1
d2g6fg6v,2,3,19,0,0,1,0,4,30
d2g7407b,0,3,15,0,0,0,0,0,10
d2g6f7kk,0,1,9,1,1,1,0,0,9
d2g6ep6u,0,4,22,0,0,0,0,4,12
d2g6g7mv,0,0,19,0,0,0,0,1,7
d2g6e17p,0,1,14,0,0,0,0,0,1
d2g6909v,0,3,13,0,0,0,0,1,1
d2g6ftss,1,2,15,0,0,0,0,0,1
d2g6e4ed,0,1,13,0,0,0,0,0,1
d2g6g6k5,0,2,30,0,0,0,1,3,8
d2g6ej6j,1,4,25,0,0,0,0,0,5
d2g6ge2f,0,0,12,0,0,0,0,0,2
d2g6dtwn,0,2,23,0,0,1,0,1,5
d2g6emsc,0,0,3,0,0,0,0,0,1
d2g62w4n,1,4,21,0,0,0,0,0,0
d2g6g5uj,0,3,16,0,0,0,0,0,16
d2g6g0sy,0,2,15,0,0,0,0,1,3
d2g3cqhe,0,2,20,0,0,1,1,1,12
d2g64mzj,0,3,24,0,0,3,0,4,23
d2g6dww2,0,1,6,0,0,0,0,2,4
d2g662x8,0,4,23,0,0,2,1,2,27
d2g6fvc6,2,3,14,0,0,0,0,1,2
d2g68ctg,0,0,10,0,0,0,0,0,6
d2g62rh8,2,4,13,0,0,0,0,0,0
d2g6ep9h,0,0,21,0,0,0,0,0,6
d2g6dvny,0,7,28,0,0,0,0,3,8
d2g6dv6h,0,1,17,0,0,1,0,0,7
d2g71f1f,1,4,14,0,0,0,0,0,9
d2g66yv8,0,0,0,0,0,0,0,0,1
d2g6g50d,2,4,13,0,0,0,1,3,10
d2g6enym,0,3,16,0,0,0,2,2,13
d2g66mkw,1,6,27,0,0,0,0,1,13
d2g6g7mv,0,0,19,0,0,0,0,1,7
d2g66y6h,0,1,22,0,0,0,0,2,5
d2g6g7mv,0,0,19,0,0,0,0,1,7
d2g66tz8,0,4,25,0,0,0,1,3,19
d2g6f2xt,1,2,5,0,1,1,0,3,3
d2g66vd5,1,2,10,0,0,0,0,0,2
d2g6ghny,0,0,10,0,0,0,1,1,17
d2g6g7s7,0,1,20,0,0,0,0,1,11
d2g6en8t,0,0,22,0,0,0,0,1,11
d2g6ejq7,0,2,24,0,0,0,0,0,4
d2g6ghyc,0,2,14,0,0,0,1,2,11
d2g6eje3,2,4,22,0,0,0,0,1,4
d2g6fx5w,0,4,12,0,0,0,0,3,10
d2g6e09e,0,0,7,0,0,0,0,0,0
d2g6e50c,0,4,14,0,0,0,1,2,8
d2g696p8,1,4,13,0,1,1,2,3,9
d2g63pqw,0,0,10,0,0,0,0,0,4
d2g6f8sy,0,0,7,0,0,0,0,0,1
d2g75k7b,3,4,21,0,0,0,1,1,3
d2g662ze,0,6,29,0,0,3,1,4,34
d2g6fvst,0,1,14,0,0,2,1,2,9
d2g6er3z,0,5,17,0,0,0,0,1,6
d2g6f837,0,0,10,0,0,1,0,0,3
d2g6g3r6,0,2,18,0,0,0,0,0,1
d2g6dzsd,1,2,13,0,0,1,1,1,6
d2g713rn,0,5,23,0,0,0,0,2,12
d2g6dcmx,1,5,18,0,0,0,0,4,6
d2g69dhp,1,3,16,0,0,0,0,1,10
d2g6enbt,0,2,21,0,0,0,0,0,9
d2g6dzsd,1,2,13,0,0,1,1,1,6
d2g6duj9,0,1,17,0,0,0,0,5,14
d2g6f897,0,0,10,0,0,1,0,0,3
d2g6fx43,0,2,12,0,0,0,0,0,7
d2g6f8r5,0,0,4,0,0,0,0,1,4
d2g6epbg,0,0,24,0,0,0,0,0,1
d2g75n51,0,0,2,0,0,0,0,0,1
d2g6g28r,0,0,8,0,0,0,0,0,4
d2g606rq,1,3,18,0,0,0,0,0,0
d2g6ghpy,0,0,8,0,0,0,0,2,13
d2g6gkgv,0,4,16,0,0,0,0,2,8
d2g6e4d9,0,1,15,0,0,0,0,0,3
d2g6dzry,0,3,13,0,0,0,0,1,3
d2g6ery1,5,6,22,0,0,0,1,3,8
d2g6e1gm,0,3,13,0,0,0,0,1,1
d2g6e4c7,0,1,18,0,0,0,0,0,6
d2g64w28,2,9,27,0,1,2,2,5,24
d2g6dgsy,0,2,15,0,0,0,2,3,13
d2g66zmg,0,0,7,0,0,0,0,0,1
d2g6fbd6,0,2,7,0,1,1,0,1,4
d2g6er8j,0,0,11,0,0,0,0,0,7
d2g6fb27,0,0,8,0,0,1,1,1,3
d2g6e5hr,0,4,10,0,0,0,0,0,1
d2g66wse,4,8,32,0,0,2,3,7,33
d2g748ju,0,3,15,0,0,0,0,3,21
d2g6ej4c,0,2,26,0,0,0,0,1,3
d2g4pxbk,1,3,14,0,0,0,0,0,1
d2g6eqxk,0,0,0,0,0,0,0,0,2
d2g6g2s4,0,0,26,0,0,0,0,0,6
d2g741ye,1,2,14,0,0,0,0,0,4
d2g6f897,0,0,10,0,0,1,0,0,3
d2g6bgzu,2,2,6,0,0,0,0,0,4
d2g6grz6,1,2,17,0,0,0,0,2,6
d2g62x1q,2,6,23,0,0,0,0,0,0
d2g6dzyr,0,2,15,0,0,0,0,0,4
d2g6ermf,1,6,18,0,0,0,1,2,10
d2g6e5k2,0,5,12,0,0,0,0,0,3
d2g6ej1z,2,4,27,0,0,0,1,1,5
d2g61je2,0,0,29,0,0,0,2,5,21
d2g645qm,0,5,24,0,1,1,1,2,9
d2g6gjh0,1,3,20,0,0,0,0,2,8
d2g66vf0,1,4,13,0,0,0,0,0,3
d2g66sky,3,7,34,0,0,1,0,3,29
d2g6dyzn,0,2,16,0,0,0,0,2,8
d2g6dfrv,0,3,12,0,0,0,0,3,11
d2g6dcxg,0,0,19,0,0,0,0,0,5
d2g6dgu3,0,1,16,0,0,0,2,2,12
d2g741hz,0,4,20,0,0,0,0,1,2
d2g6eq2c,0,2,33,0,0,0,0,0,4
d2g74bws,0,1,15,0,0,1,0,7,18
d2g6dved,0,0,12,0,0,0,0,0,6
d2g6dygs,0,0,12,0,0,2,0,2,12
d2g6e5wy,0,5,16,0,0,0,0,1,3
d2g6g3x3,0,0,17,0,0,0,0,0,1
d2g6fwyf,1,5,24,0,0,0,0,0,8
d2g66zxt,0,0,0,0,0,0,0,0,0
d2g6dgrn,0,0,21,0,0,0,0,3,19
d2g6dcx3,0,0,20,0,0,0,0,2,6
